,player_name,win,lost,match_played,total_win_percentage,total_lost_percentage
602,Andrei Medvedev,0.0,2.0,2.0,0.0,1.0
603,Andrei Merinov,58.0,84.0,142.0,0.4084507042253521,0.5915492957746479
604,Andrei Mlendea,2.0,7.0,9.0,0.2222222222222222,0.7777777777777778
605,Andrei Olhovskiy,39.0,36.0,75.0,0.52,0.48
606,Andrei Patrui,0.0,3.0,3.0,0.0,1.0
607,Andrei Pavel,97.0,60.0,157.0,0.6178343949044586,0.3821656050955414
608,Andrei Plotniy,0.0,4.0,4.0,0.0,1.0
609,Andrei Rybalko,13.0,20.0,33.0,0.3939393939393939,0.6060606060606061
610,Andrei Savchuk,0.0,3.0,3.0,0.0,1.0
611,Andrei Savulescu,3.0,4.0,7.0,0.42857142857142855,0.5714285714285714
612,Andrei Somov,0.0,4.0,4.0,0.0,1.0
613,Andrei Stefan Apostol,2.0,5.0,7.0,0.2857142857142857,0.7142857142857143
614,Andrei Stoliarov,117.0,125.0,242.0,0.4834710743801653,0.5165289256198347
615,Andrei Vasilevski,22.0,32.0,54.0,0.4074074074074074,0.5925925925925926
616,Andrei Youzhny,1.0,1.0,2.0,0.5,0.5
617,Andrej Bizjak,1.0,7.0,8.0,0.125,0.875
618,Andrej Glvac,3.0,6.0,9.0,0.3333333333333333,0.6666666666666666
619,Andrej Kracman,1.0,4.0,5.0,0.2,0.8
620,Andrej Kurtis,0.0,2.0,2.0,0.0,1.0
621,Andrej Martin,320.0,269.0,589.0,0.5432937181663837,0.4567062818336163
622,Andrej Moze,0.0,1.0,1.0,0.0,1.0
623,Andrej Nedic,0.0,1.0,1.0,0.0,1.0
624,Andres Alarcon,5.0,7.0,12.0,0.4166666666666667,0.5833333333333334
625,Andres Alvarez Cerdan,0.0,3.0,3.0,0.0,1.0
626,Andres Arce,0.0,1.0,1.0,0.0,1.0
627,Andres Ariel Fernandez Lopez,0.0,2.0,2.0,0.0,1.0
628,Andres Artunedo Martinavarro,23.0,33.0,56.0,0.4107142857142857,0.5892857142857143
629,Andres Cabezas,0.0,1.0,1.0,0.0,1.0
630,Andres Dellatorre,35.028571428571425,43.02325581395349,78.05182724252492,0.44878605237170965,0.5512139476282902
631,Andres Fernandez Canovas,2.0,1.0,3.0,0.6666666666666666,0.3333333333333333
632,Andres Gabriel Ciurletti,0.0,3.0,3.0,0.0,1.0
633,Andres Gomez,11.0,7.0,18.0,0.6111111111111112,0.3888888888888889
634,Andres Guzman,0.0,1.0,1.0,0.0,1.0
635,Andres Herrera,0.0,1.0,1.0,0.0,1.0
636,Andres Intriago,0.0,1.0,1.0,0.0,1.0
637,Andres Molina,8.0,15.0,23.0,0.34782608695652173,0.6521739130434783
638,Andres Molteni,90.0,123.0,213.0,0.4225352112676056,0.5774647887323944
639,Andres Pedroso,14.0,34.0,48.0,0.2916666666666667,0.7083333333333334
640,Andres Rosales Pacheco,0.0,1.0,1.0,0.0,1.0
641,Andres Schneiter,15.0,22.0,37.0,0.40540540540540543,0.5945945945945946
642,Andres Urencio,0.0,4.0,4.0,0.0,1.0
643,Andres Vysand,58.0,56.0,114.0,0.5087719298245614,0.49122807017543857
644,Andres Zepeda,0.0,3.0,3.0,0.0,1.0
645,Andreu Guilera Jover,1.0,1.0,2.0,0.5,0.5
646,Andrew Adams,0.0,1.0,1.0,0.0,1.0
647,Andrew Adler,0.0,1.0,1.0,0.0,1.0
648,Andrew Anderson,14.0,12.0,26.0,0.5384615384615384,0.46153846153846156
649,Andrew Banks,6.0,10.0,16.0,0.375,0.625
650,Andrew Bates,0.0,1.0,1.0,0.0,1.0
651,Andrew Batie,2.0,1.0,3.0,0.6666666666666666,0.3333333333333333
652,Andrew Burrow,7.0,7.0,14.0,0.5,0.5
653,Andrew Carter,7.0,28.0,35.0,0.2,0.8
654,Andrew Castle,63.0,50.0,113.0,0.5575221238938053,0.4424778761061947
655,Andrew Coelho,14.0,34.0,48.0,0.2916666666666667,0.7083333333333334
656,Andrew Derer,7.0,9.0,16.0,0.4375,0.5625
657,Andrew Dottino,0.0,3.0,3.0,0.0,1.0
658,Andrew Dzulynsky,0.0,1.0,1.0,0.0,1.0
659,Andrew Ely,0.0,1.0,1.0,0.0,1.0
660,Andrew Fenty,1.0,4.0,5.0,0.2,0.8
661,Andrew Fitzpatrick,1.0,3.0,4.0,0.25,0.75
662,Andrew Florent,0.0,2.0,2.0,0.0,1.0
663,Andrew Foster,15.0,34.0,49.0,0.30612244897959184,0.6938775510204082
664,Andrew Harris,66.0,61.0,127.0,0.5196850393700787,0.48031496062992124
665,Andrew Ilie,62.0,57.0,119.0,0.5210084033613446,0.4789915966386555
666,Andrew Jarrett,25.0,20.0,45.0,0.5555555555555556,0.4444444444444444
667,Andrew Kolker,0.0,1.0,1.0,0.0,1.0
668,Andrew Korinek,0.0,1.0,1.0,0.0,1.0
669,Andrew Kratzmann,9.0,14.0,23.0,0.391304347826087,0.6086956521739131
670,Andrew Lobb,2.0,2.0,4.0,0.5,0.5
671,Andrew Mclean,0.0,4.0,4.0,0.0,1.0
672,Andrew Mcleod,0.0,1.0,1.0,0.0,1.0
673,Andrew Nisker,0.0,1.0,1.0,0.0,1.0
674,Andrew Ochotta,1.0,2.0,3.0,0.3333333333333333,0.6666666666666666
675,Andrew Painter,5.0,7.0,12.0,0.4166666666666667,0.5833333333333334
676,Andrew Park,0.0,1.0,1.0,0.0,1.0
677,Andrew Pattison,0.0,2.0,2.0,0.0,1.0
678,Andrew Paulson,1.0,7.0,8.0,0.125,0.875
679,Andrew Piotrowski,0.0,3.0,3.0,0.0,1.0
680,Andrew Rae,0.0,2.0,2.0,0.0,1.0
681,Andrew Richardson,24.0,38.0,62.0,0.3870967741935484,0.6129032258064516
682,Andrew Roberts,0.0,2.0,2.0,0.0,1.0
683,Andrew Rueb,0.0,3.0,3.0,0.0,1.0
684,Andrew Ruppli,0.0,1.0,1.0,0.0,1.0
685,Andrew Sproule,1.0,4.0,5.0,0.2,0.8
686,Andrew Sznajder,76.0,52.0,128.0,0.59375,0.40625
687,Andrew Thomas,2.0,4.0,6.0,0.3333333333333333,0.6666666666666666
688,Andrew Watson,1.0,3.0,4.0,0.25,0.75
689,Andrew Whittington,58.0,76.0,134.0,0.43283582089552236,0.5671641791044776
690,Andrey Boldarev,0.0,1.0,1.0,0.0,1.0
691,Andrey Dernovskiy,1.0,5.0,6.0,0.16666666666666666,0.8333333333333334
692,Andrey Golubev,257.0,199.0,456.0,0.5635964912280702,0.43640350877192985
693,Andrey Kumantsov,27.0,36.0,63.0,0.42857142857142855,0.5714285714285714
694,Andrey Kuznetsov,199.0,104.0,303.0,0.6567656765676567,0.3432343234323432
695,Andrey Rublev,93.0,65.0,158.0,0.5886075949367089,0.41139240506329117
696,Andrey Yakovlev,0.0,22.0,22.0,0.0,1.0
697,Andrian Raturandang,0.0,2.0,2.0,0.0,1.0
698,Andriej Kapas,30.0,44.0,74.0,0.40540540540540543,0.5945945945945946
699,Andrzej Grusiecki,1.0,1.0,2.0,0.5,0.5
700,Andy Andrews,21.0,12.0,33.0,0.6363636363636364,0.36363636363636365
701,Andy Fahlke,43.0,59.0,102.0,0.4215686274509804,0.5784313725490197
702,Andy Garcia,1.0,6.0,7.0,0.14285714285714285,0.8571428571428571
703,Andy Gordon,0.0,1.0,1.0,0.0,1.0
704,Andy Kohlberg,37.0,34.0,71.0,0.5211267605633803,0.4788732394366197
705,Andy Lucchesi,2.0,2.0,4.0,0.5,0.5
706,Andy Mccurry,2.0,4.0,6.0,0.3333333333333333,0.6666666666666666
707,Andy Murray,32.0,15.0,47.0,0.6808510638297872,0.3191489361702128
708,Andy Ram,71.0,57.0,128.0,0.5546875,0.4453125
709,Andy Roddick,23.0,4.0,27.0,0.8518518518518519,0.14814814814814814
710,Andy Zingman,36.0,38.0,74.0,0.4864864864864865,0.5135135135135135
711,Ang Ji,0.0,2.0,2.0,0.0,1.0
712,Angel Diaz Jalil,0.0,1.0,1.0,0.0,1.0
713,Angel Garcia Lopez,0.0,1.0,1.0,0.0,1.0
714,Angel Gimenez,10.0,7.0,17.0,0.5882352941176471,0.4117647058823529
715,Angel Guerrero Melgar,0.0,1.0,1.0,0.0,1.0
716,Angel Martinez,1.0,1.0,2.0,0.5,0.5
717,Angel Torres,1.0,1.0,2.0,0.5,0.5
718,Angelo Rodi,1.0,1.0,2.0,0.5,0.5
719,Angelo Tanganelli,2.0,6.0,8.0,0.25,0.75
720,Anil Yuksel,4.0,19.0,23.0,0.17391304347826086,0.8260869565217391
721,Anirudh Chandrasekar,2.0,5.0,7.0,0.2857142857142857,0.7142857142857143
722,Anoosha Shahgholi,1.0,3.0,4.0,0.25,0.75
723,Antal Van Der Duim,19.0,39.0,58.0,0.3275862068965517,0.6724137931034483
724,Ante Bilic,0.0,2.0,2.0,0.0,1.0
725,Ante Nakic Alfirevic,1.0,3.0,4.0,0.25,0.75
726,Ante Pavic,127.0,144.0,271.0,0.46863468634686345,0.5313653136531366
727,Ante Tepic,0.0,1.0,1.0,0.0,1.0
728,Anthony Assal,0.0,1.0,1.0,0.0,1.0
729,Anthony Azcoaga,0.0,1.0,1.0,0.0,1.0
730,Anthony Burke,0.0,1.0,1.0,0.0,1.0
731,Anthony Delcore,0.0,1.0,1.0,0.0,1.0
732,Anthony Genov,0.0,1.0,1.0,0.0,1.0
733,Anthony Lane,13.0,14.0,27.0,0.48148148148148145,0.5185185185185185
734,Anthony Law,0.0,1.0,1.0,0.0,1.0
735,Anthony Ross,0.0,1.0,1.0,0.0,1.0
736,Antoine Bellier,14.0,18.0,32.0,0.4375,0.5625
737,Antoine Benneteau,1.0,11.0,12.0,0.08333333333333333,0.9166666666666666
738,Antoine Champagne,0.0,1.0,1.0,0.0,1.0
739,Antoine Cornut Chauvinc,9.0,22.0,31.0,0.2903225806451613,0.7096774193548387
740,Antoine Escoffier,61.0,59.0,120.0,0.5083333333333333,0.49166666666666664
741,Antoine Feret,0.0,2.0,2.0,0.0,1.0
742,Antoine Hoang,118.0,95.0,213.0,0.5539906103286385,0.4460093896713615
743,Antoine Leduc,1.0,6.0,7.0,0.14285714285714285,0.8571428571428571
744,Anton Bettink,1.0,1.0,2.0,0.5,0.5
745,Anton Chekhov,0.0,13.0,13.0,0.0,1.0
746,Anton Galkin,1.0,3.0,4.0,0.25,0.75
747,Anton Ivanov,0.0,1.0,1.0,0.0,1.0
748,Anton Kokurin,3.0,10.0,13.0,0.23076923076923078,0.7692307692307693
749,Anton Manegin,3.0,16.0,19.0,0.15789473684210525,0.8421052631578947
750,Anton Matusevich,5.0,5.0,10.0,0.5,0.5
751,Anton Mavrin,0.0,1.0,1.0,0.0,1.0
752,Anton Pavlov,1.0,1.0,2.0,0.5,0.5
753,Anton Peskov,0.0,1.0,1.0,0.0,1.0
754,Anton Povkhan,0.0,2.0,2.0,0.0,1.0
755,Anton Saranchukov,0.0,2.0,2.0,0.0,1.0
756,Anton Waern,0.0,1.0,1.0,0.0,1.0
757,Anton Zaitsev,18.0,26.0,44.0,0.4090909090909091,0.5909090909090909
758,Antonello Magris,0.0,2.0,2.0,0.0,1.0
759,Antoni Gomez,0.0,2.0,2.0,0.0,1.0
760,Antonin Stepanek,0.0,1.0,1.0,0.0,1.0
761,Antonio Altobelli,2.0,2.0,4.0,0.5,0.5
762,Antonio Baldellou Esteva,0.0,4.0,4.0,0.0,1.0
763,Antonio Capella,1.0,1.0,2.0,0.5,0.5
764,Antonio Cembellin,1.0,1.0,2.0,0.5,0.5
765,Antonio Comporto,3.0,11.0,14.0,0.21428571428571427,0.7857142857142857
766,Antonio Couvert,0.0,1.0,1.0,0.0,1.0
767,Antonio Domenech,0.0,1.0,1.0,0.0,1.0
768,Antonio Gramaglia,0.0,1.0,1.0,0.0,1.0
769,Antonio Hartmann,1.0,2.0,3.0,0.3333333333333333,0.6666666666666666
770,Antonio Issa Filho,0.0,1.0,1.0,0.0,1.0
771,Antonio Lupieri,0.0,3.0,3.0,0.0,1.0
772,Antonio Marquez,0.0,1.0,1.0,0.0,1.0
773,Antonio Martin Velez,0.0,2.0,2.0,0.0,1.0
774,Antonio Massara,7.0,15.0,22.0,0.3181818181818182,0.6818181818181818
775,Antonio Morandini,0.0,2.0,2.0,0.0,1.0
776,Antonio Munoz,6.0,4.0,10.0,0.6,0.4
777,Antonio Padovani,0.0,1.0,1.0,0.0,1.0
778,Antonio Pastorino,1.0,11.0,12.0,0.08333333333333333,0.9166666666666666
779,Antonio Prieto,2.0,5.0,7.0,0.2857142857142857,0.7142857142857143
780,Antonio Ruiz,0.0,1.0,1.0,0.0,1.0
781,Antonio Ruiz Rosales,5.0,14.0,19.0,0.2631578947368421,0.7368421052631579
782,Antonio Sancic,16.0,41.0,57.0,0.2807017543859649,0.7192982456140351
783,Antonio Veic,190.0,166.0,356.0,0.5337078651685393,0.46629213483146065
784,Antonio Zampieri,0.0,1.0,1.0,0.0,1.0
785,Antonio Zugarelli,13.0,19.0,32.0,0.40625,0.59375
786,Antonioni Fasano,0.0,2.0,2.0,0.0,1.0
787,Antony Dupuis,172.0,122.0,294.0,0.5850340136054422,0.41496598639455784
788,Antony Emerson,2.0,6.0,8.0,0.25,0.75
789,Antti Eranne,0.0,1.0,1.0,0.0,1.0
790,Antun Pehar,0.0,1.0,1.0,0.0,1.0
791,Antun Vidak,0.0,1.0,1.0,0.0,1.0
792,Anurag Nenwani,0.0,2.0,2.0,0.0,1.0
793,Anuwat Daladom,0.0,1.0,1.0,0.0,1.0
794,Anvit Bendre,1.0,5.0,6.0,0.16666666666666666,0.8333333333333334
795,Anwar Elkamony,0.0,1.0,1.0,0.0,1.0
796,Anze Arh,0.0,1.0,1.0,0.0,1.0
797,Aoran Wang,3.0,6.0,9.0,0.3333333333333333,0.6666666666666666
798,Aoxiong Wang,4.0,8.0,12.0,0.3333333333333333,0.6666666666666666
799,Aqeel Khan,0.0,1.0,1.0,0.0,1.0
800,Arafat Chekrouni,4.0,15.0,19.0,0.21052631578947367,0.7894736842105263
801,Arata Onozawa,7.0,11.0,18.0,0.3888888888888889,0.6111111111111112
802,Archie Adamopoulos,1.0,1.0,2.0,0.5,0.5
803,Archie Adams,0.0,1.0,1.0,0.0,1.0
804,Ari Nathan,2.0,1.0,3.0,0.6666666666666666,0.3333333333333333
805,Ariel Behar,1.0,6.0,7.0,0.14285714285714285,0.8571428571428571
806,Ariez Elyaas Deen Heshaam,0.0,2.0,2.0,0.0,1.0
807,Arjun Kadhe,25.0,43.0,68.0,0.36764705882352944,0.6323529411764706
808,Arjun Mehrotra,0.0,2.0,2.0,0.0,1.0
809,Arkadiusz Kocyla,1.0,1.0,2.0,0.5,0.5
810,Arkadiusz Kocyla Kd20,0.0,1.0,1.0,0.0,1.0
811,Arkan Vuran,0.0,1.0,1.0,0.0,1.0
812,Arkie Engle,6.0,9.0,15.0,0.4,0.6
813,Arklon Huertas Del Pino,0.0,5.0,5.0,0.0,1.0
814,Armaan Bhatia,0.0,1.0,1.0,0.0,1.0
815,Armando Cornejo,0.0,1.0,1.0,0.0,1.0
816,Armando Gandini,0.0,2.0,2.0,0.0,1.0
817,Armen Avetisyan,0.0,1.0,1.0,0.0,1.0
818,Armen Gomktsian,0.0,2.0,2.0,0.0,1.0
819,Armin Hirner,0.0,1.0,1.0,0.0,1.0
820,Armin Sandbichler,1.0,13.0,14.0,0.07142857142857142,0.9285714285714286
821,Armistead Neely,4.0,5.0,9.0,0.4444444444444444,0.5555555555555556
822,Arnau Brugues Davi,52.0,69.0,121.0,0.4297520661157025,0.5702479338842975
823,Arnau Dachs,0.0,1.0,1.0,0.0,1.0
824,Arnau Sanz Sanz,0.0,1.0,1.0,0.0,1.0
825,Arnaud Agniel,0.0,1.0,1.0,0.0,1.0
826,Arnaud Boetsch,40.0,38.0,78.0,0.5128205128205128,0.48717948717948717
827,Arnaud Bovy,0.0,1.0,1.0,0.0,1.0
828,Arnaud Casagrande,0.0,3.0,3.0,0.0,1.0
829,Arnaud Clement,106.0,79.0,185.0,0.572972972972973,0.42702702702702705
830,Arnaud Decugis,0.0,4.0,4.0,0.0,1.0
831,Arnaud Delgado,1.0,2.0,3.0,0.3333333333333333,0.6666666666666666
832,Arnaud Di Pasquale,65.0,55.0,120.0,0.5416666666666666,0.4583333333333333
833,Arnaud Fontaine,6.0,8.0,14.0,0.42857142857142855,0.5714285714285714
834,Arnd Caspari,0.0,2.0,2.0,0.0,1.0
835,Arnd Weyhausen,0.0,1.0,1.0,0.0,1.0
836,Arne Thoms,98.0,73.0,171.0,0.5730994152046783,0.4269005847953216
837,Aron Hiltzik,10.0,12.0,22.0,0.45454545454545453,0.5454545454545454
838,Aroon Ramnath,0.0,1.0,1.0,0.0,1.0
839,Arpad Odry,0.0,1.0,1.0,0.0,1.0
840,Arpit Sharma,0.0,1.0,1.0,0.0,1.0
841,Arsen Asanov,1.0,3.0,4.0,0.25,0.75
842,Arsenije Zlatanovic,1.0,8.0,9.0,0.1111111111111111,0.8888888888888888
843,Artem Derepasko,35.0,35.028571428571425,70.02857142857142,0.49979600163198695,0.500203998368013
844,Artem Dubrivnyy,25.0,27.0,52.0,0.4807692307692308,0.5192307692307693
845,Artem Isaev,0.0,3.0,3.0,0.0,1.0
846,Artem Naymushin,0.0,1.0,1.0,0.0,1.0
847,Artem Pudovkin,0.0,2.0,2.0,0.0,1.0
848,Artem Sitak,35.0,86.0,121.0,0.2892561983471074,0.7107438016528925
849,Artem Smirnov,50.0,85.0,135.0,0.37037037037037035,0.6296296296296297
850,Artem Strokan,1.0,9.0,10.0,0.1,0.9
851,Artem Vu,1.0,1.0,2.0,0.5,0.5
852,Artemon Apostu Efremov,9.0,13.0,22.0,0.4090909090909091,0.5909090909090909
853,Arthur Anastopoulo,2.0,1.0,3.0,0.6666666666666666,0.3333333333333333
