,player_name,win,lost,match_played,total_win_percentage,total_lost_percentage
827,Cliff Montgomery,0.0,1.0,1.0,0.0,1.0
828,Cliff Richey,421.0,205.0,626.0,0.6725239616613419,0.3274760383386581
829,Cliff Skakle,1.0,2.0,3.0,0.3333333333333333,0.6666666666666666
830,Clint Bowles,0.0,1.0,1.0,0.0,1.0
831,Clinton Marsh,1.0,5.0,6.0,0.16666666666666666,0.8333333333333334
832,Clive Brebnor,3.0,6.0,9.0,0.3333333333333333,0.6666666666666666
833,Clive Wilderspin,1.0,1.0,2.0,0.5,0.5
834,Cm Robinson,1.0,3.0,4.0,0.25,0.75
835,Colin Beecher,1.0,3.0,4.0,0.25,0.75
836,Colin Dibley,317.02523659305996,307.0097719869707,624.0350085800306,0.508024761806937,0.491975238193063
837,Colin Diederichs,1.0,2.0,3.0,0.3333333333333333,0.6666666666666666
838,Colin Dowdeswell,118.0,172.0,290.0,0.4068965517241379,0.593103448275862
839,Colin Ebelthite,0.0,1.0,1.0,0.0,1.0
840,Colin Fleming,0.0,2.0,2.0,0.0,1.0
841,Colin Mchugo,0.0,2.0,2.0,0.0,1.0
842,Colin Rees,4.0,3.0,7.0,0.5714285714285714,0.42857142857142855
843,Colin Stubs,8.0,19.0,27.0,0.2962962962962963,0.7037037037037037
844,Colin Zeeman,0.0,1.0,1.0,0.0,1.0
845,Collin Altamirano,0.0,2.0,2.0,0.0,1.0
846,Compton Russell,0.0,3.0,3.0,0.0,1.0
847,Conny Falk,0.0,1.0,1.0,0.0,1.0
848,Conor Niland,0.0,3.0,3.0,0.0,1.0
849,Constant Lestienne,1.0,6.0,7.0,0.14285714285714285,0.8571428571428571
850,Constantinos Efremoglou,0.0,1.0,1.0,0.0,1.0
851,Corentin Moutet,30.0,45.0,75.0,0.4,0.6
852,Corey Wittenberg,0.0,1.0,1.0,0.0,1.0
853,Corrado Aprili,4.0,16.0625,20.0625,0.19937694704049844,0.8006230529595015
854,Corrado Barazzutti,296.0101351351351,212.00471698113208,508.0148521162672,0.5826800809110765,0.4173199190889235
855,Corrado Borroni,2.0,3.0,5.0,0.4,0.6
856,Craig A Miller,26.0,53.0188679245283,79.01886792452831,0.32903533906399235,0.6709646609360076
857,Craig Boynton,0.0,1.0,1.0,0.0,1.0
858,Craig Campbell,7.142857142857142,14.071428571428571,21.214285714285715,0.33670033670033667,0.6632996632996633
859,Craig Edwards,2.0,8.0,10.0,0.2,0.8
860,Craig Gold,0.0,1.0,1.0,0.0,1.0
861,Craig Tregonning,0.0,1.0,1.0,0.0,1.0
862,Craig Venter,0.0,1.0,1.0,0.0,1.0
863,Craig Wittus,20.0,36.0,56.0,0.35714285714285715,0.6428571428571429
864,Crawford Henry,0.0,1.0,1.0,0.0,1.0
865,Cristian Garin,70.0,57.0,127.0,0.5511811023622047,0.44881889763779526
866,Cristiano Caratti,71.0,116.0,187.0,0.37967914438502676,0.6203208556149733
867,Cristobal Saavedra Corvalan,0.0,1.0,1.0,0.0,1.0
868,Cumhur Ongen,0.0,1.0,1.0,0.0,1.0
869,Curt Stalder,0.0,2.0,2.0,0.0,1.0
870,Cyril Rudman,1.0,2.0,3.0,0.3333333333333333,0.6666666666666666
871,Cyril Saulnier,75.0,111.0,186.0,0.4032258064516129,0.5967741935483871
872,Cyril Suk,1.0,17.0,18.0,0.05555555555555555,0.9444444444444444
873,D B Huges,0.0,1.0,1.0,0.0,1.0
874,D Beasant,1.0,1.0,2.0,0.5,0.5
875,D Belesson,0.0,1.0,1.0,0.0,1.0
876,D Carter,0.0,1.0,1.0,0.0,1.0
877,D Gueddes,0.0,1.0,1.0,0.0,1.0
878,D Hardiman,0.0,1.0,1.0,0.0,1.0
879,D J Sheperd,0.0,1.0,1.0,0.0,1.0
880,D Morgan,0.0,1.0,1.0,0.0,1.0
881,D Neilson,0.0,1.0,1.0,0.0,1.0
882,D O'Keefe,0.0,2.0,2.0,0.0,1.0
883,D Perensby,0.0,1.0,1.0,0.0,1.0
884,D Richard Russell,9.0,36.0,45.0,0.2,0.8
885,D Robert,0.0,1.0,1.0,0.0,1.0
886,D Savid,0.0,1.0,1.0,0.0,1.0
887,D Sullivan,2.0,1.0,3.0,0.6666666666666666,0.3333333333333333
888,D Tomlinson,0.0,1.0,1.0,0.0,1.0
889,D Turner,1.0,3.0,4.0,0.25,0.75
890,D Watts,0.0,1.0,1.0,0.0,1.0
891,Dacio Campos,1.0,10.0,11.0,0.09090909090909091,0.9090909090909091
892,Dale Collings,23.08695652173913,43.04651162790698,66.1334681496461,0.34909641317310336,0.6509035868268966
893,Dale Houston,2.0,3.0,5.0,0.4,0.6
894,Dale Ogden,0.0,2.0,2.0,0.0,1.0
895,Dale Power,0.0,11.0,11.0,0.0,1.0
896,Damian Patriarca,0.0,1.0,1.0,0.0,1.0
897,Damir Buljevic,1.0,3.0,4.0,0.25,0.75
898,Damir Dzumhur,103.0,122.0,225.0,0.4577777777777778,0.5422222222222223
899,Damir Keretic,91.02197802197801,122.02459016393442,213.04656818591243,0.42723982271589006,0.5727601772841099
900,Dan Birchmore,1.0,8.0,9.0,0.1111111111111111,0.8888888888888888
901,Dan Bleckinger,5.0,12.0,17.0,0.29411764705882354,0.7058823529411765
902,Dan Cantwell,0.0,1.0,1.0,0.0,1.0
903,Dan Cassidy,35.0,75.0,110.0,0.3181818181818182,0.6818181818181818
904,Dan Goldberg,2.0,9.0,11.0,0.18181818181818182,0.8181818181818182
905,Dan Goldie,122.0,117.0,239.0,0.5104602510460251,0.4895397489539749
906,Dan Nahirny,0.0,3.0,3.0,0.0,1.0
907,Dan Rastland,0.0,1.0,1.0,0.0,1.0
908,Danai Udomchoke,18.0,52.0,70.0,0.2571428571428571,0.7428571428571429
909,Dane Sweeny,1.0,1.0,2.0,0.5,0.5
910,Danie Visser,92.0,129.0,221.0,0.416289592760181,0.583710407239819
911,Daniel Altmaier,12.0,15.0,27.0,0.4444444444444444,0.5555555555555556
912,Daniel Berta,0.0,2.0,2.0,0.0,1.0
913,Daniel Brands,58.0,93.0,151.0,0.3841059602649007,0.6158940397350994
914,Daniel Contet,17.11764705882353,32.03125,49.14889705882353,0.34828140778696187,0.6517185922130381
915,Daniel Courcol,2.0,4.0,6.0,0.3333333333333333,0.6666666666666666
916,Daniel Cox,0.0,5.0,5.0,0.0,1.0
917,Daniel Dutra Da Silva,0.0,1.0,1.0,0.0,1.0
918,Daniel Elahi Galan,16.0,19.0,35.0,0.45714285714285713,0.5428571428571428
919,Daniel Elsner,8.0,27.0,35.0,0.22857142857142856,0.7714285714285715
920,Daniel Evans,88.0,87.0,175.0,0.5028571428571429,0.49714285714285716
921,Daniel Garza,0.0,4.0,4.0,0.0,1.0
922,Daniel Gimeno Traver,97.0,173.0,270.0,0.3592592592592593,0.6407407407407407
923,Daniel King Turner,0.0,6.0,6.0,0.0,1.0
924,Daniel Koellerer,19.0,34.0,53.0,0.3584905660377358,0.6415094339622641
925,Daniel Kosakowski,1.0,2.0,3.0,0.3333333333333333,0.6666666666666666
926,Daniel Marco,1.0,1.0,2.0,0.5,0.5
927,Daniel Masur,1.0,5.0,6.0,0.16666666666666666,0.8333333333333334
928,Daniel Melo,0.0,3.0,3.0,0.0,1.0
929,Daniel Montes De Oca,0.0,5.0,5.0,0.0,1.0
930,Daniel Munoz de la Nava,9.0,28.0,37.0,0.24324324324324326,0.7567567567567568
931,Daniel Nestor,71.0,103.0,174.0,0.40804597701149425,0.5919540229885057
932,Daniel Orsanic,14.0,31.0,45.0,0.3111111111111111,0.6888888888888889
933,Daniel Smethurst,0.0,1.0,1.0,0.0,1.0
934,Daniel Vacek,172.0,221.0,393.0,0.43765903307888043,0.5623409669211196
935,Daniel Willman,0.0,1.0,1.0,0.0,1.0
936,Daniel Yoo,0.0,1.0,1.0,0.0,1.0
937,Daniele Balducci,1.0,3.0,4.0,0.25,0.75
938,Daniele Bracciali,33.0,51.0,84.0,0.39285714285714285,0.6071428571428571
939,Daniele Musa,3.0,10.0,13.0,0.23076923076923078,0.7692307692307693
940,Daniil Medvedev,214.0,97.0,311.0,0.6881028938906752,0.31189710610932475
941,Danilo Marcelino,29.0,55.0,84.0,0.34523809523809523,0.6547619047619048
942,Danilo Petrovic,2.0,3.0,5.0,0.4,0.6
943,Danny Obryant,1.0,10.0,11.0,0.09090909090909091,0.9090909090909091
944,Danny Saltz,17.0,20.0,37.0,0.4594594594594595,0.5405405405405406
945,Danny Sapsford,16.0,31.0,47.0,0.3404255319148936,0.6595744680851063
946,Danny Sullivan,1.0,2.0,3.0,0.3333333333333333,0.6666666666666666
947,Darian King,3.0,9.0,12.0,0.25,0.75
948,Darren Cahill,133.01503759398497,118.00847457627118,251.02351217025614,0.529890751842273,0.47010924815772714
949,Darren Kirk,0.0,1.0,1.0,0.0,1.0
950,Darren Patten,0.0,2.0,2.0,0.0,1.0
951,Dave Bohrnstedt,0.0,4.0,4.0,0.0,1.0
952,Dave George,0.0,1.0,1.0,0.0,1.0
953,Dave Harmon,1.0,4.0,5.0,0.2,0.8
954,Dave Kanter,0.0,2.0,2.0,0.0,1.0
955,Dave Michau,0.0,2.0,2.0,0.0,1.0
956,Dave Phillips,1.0,3.0,4.0,0.25,0.75
957,Dave Randall,10.0,12.0,22.0,0.45454545454545453,0.5454545454545454
958,Dave Ranney,0.0,1.0,1.0,0.0,1.0
959,Dave Siegler,15.0,25.0,40.0,0.375,0.625
960,Dave Simmonds,2.0,4.0,6.0,0.3333333333333333,0.6666666666666666
961,Dave Snyder,0.0,1.0,1.0,0.0,1.0
962,David Adams,9.0,21.0,30.0,0.3,0.7
963,David Betous,0.0,1.0,1.0,0.0,1.0
964,David Borelli,0.0,1.0,1.0,0.0,1.0
965,David Brown,2.0,6.0,8.0,0.25,0.75
966,David Caballero,1.0,1.0,2.0,0.5,0.5
967,David Caldwell,2.0,9.0,11.0,0.18181818181818182,0.8181818181818182
968,David Cantrell,0.0,1.0,1.0,0.0,1.0
969,David Carter,77.03896103896103,118.01694915254237,195.05591019150341,0.39495835303490756,0.6050416469650923
970,David Collins,0.0,1.0,1.0,0.0,1.0
971,David De Miguel,17.0,33.06060606060606,50.06060606060606,0.33958837772397094,0.6604116222760291
972,David Dilucia,6.0,18.0,24.0,0.25,0.75
973,David Dowlen,10.0,26.0,36.0,0.2777777777777778,0.7222222222222222
974,David Egdes,1.0,1.0,2.0,0.5,0.5
975,David Engel,24.0,48.0,72.0,0.3333333333333333,0.6666666666666666
976,David Epstein,0.0,2.0,2.0,0.0,1.0
977,David Felgate,1.0,4.0,5.0,0.2,0.8
978,David Ferrer,712.0,374.0,1086.0,0.6556169429097606,0.3443830570902394
979,David Franco,0.0,1.0,1.0,0.0,1.0
980,David Goffin,270.0,193.0,463.0,0.5831533477321814,0.4168466522678186
981,David Graham,1.0,2.0,3.0,0.3333333333333333,0.6666666666666666
982,David Guez,2.0,16.0,18.0,0.1111111111111111,0.8888888888888888
983,David Hall,0.0,1.0,1.0,0.0,1.0
984,David Imonitie,2.0,3.0,5.0,0.4,0.6
985,David Kass,0.0,1.0,1.0,0.0,1.0
986,David Lewis,8.0,21.0,29.0,0.27586206896551724,0.7241379310344828
987,David Livingston,1.0,1.0,2.0,0.5,0.5
988,David Lloyd,26.03846153846154,58.01724137931035,84.0557029177719,0.3097762630565811,0.6902237369434188
989,David Luque Velasco,0.0,1.0,1.0,0.0,1.0
990,David Macpherson,0.0,13.0,13.0,0.0,1.0
991,David Marrero,3.0,6.0,9.0,0.3333333333333333,0.6666666666666666
992,David Martin,0.0,1.0,1.0,0.0,1.0
993,David Mehl,0.0,1.0,1.0,0.0,1.0
994,David Miketa,0.0,5.0,5.0,0.0,1.0
995,David Mitchell,1.0,2.0,3.0,0.3333333333333333,0.6666666666666666
996,David Mustard,13.076923076923077,36.02777777777778,49.10470085470085,0.26630694921892,0.73369305078108
997,David Nainkin,26.0,43.0,69.0,0.37681159420289856,0.6231884057971014
998,David Nalbandian,360.0,190.0,550.0,0.6545454545454545,0.34545454545454546
999,David Parker,0.0,1.0,1.0,0.0,1.0
1000,David Pate,181.0,168.0,349.0,0.5186246418338109,0.4813753581661891
1001,David Pratt,0.0,2.0,2.0,0.0,1.0
1002,David Prinosil,165.0,215.0,380.0,0.4342105263157895,0.5657894736842105
1003,David Rikl,53.0,92.0,145.0,0.36551724137931035,0.6344827586206897
1004,David Salvador Estepa,0.0,1.0,1.0,0.0,1.0
1005,David Sanchez,87.0,119.0,206.0,0.4223300970873786,0.5776699029126213
1006,David Schneider,30.0,86.01162790697674,116.01162790697674,0.2585947679663225,0.7414052320336775
1007,David Segal,2.0,2.0,4.0,0.5,0.5
1008,David Seigel,0.0,1.0,1.0,0.0,1.0
1009,David Sherwood,1.0,1.0,2.0,0.5,0.5
1010,David Skoch,5.0,12.0,17.0,0.29411764705882354,0.7058823529411765
1011,David Smith,1.0,1.0,2.0,0.5,0.5
1012,David Tate,0.0,2.0,2.0,0.0,1.0
1013,David Vega Hernandez,0.0,1.0,1.0,0.0,1.0
1014,David Wells Roth,0.0,1.0,1.0,0.0,1.0
1015,David Wheaton,231.0,190.0,421.0,0.5486935866983373,0.4513064133016627
1016,David Whyte,0.0,5.0,5.0,0.0,1.0
1017,David Witt,15.0,23.0,38.0,0.39473684210526316,0.6052631578947368
1018,Davide Sanguinetti,159.0,234.0,393.0,0.40458015267175573,0.5954198473282443
1019,Davide Scala,8.0,13.0,21.0,0.38095238095238093,0.6190476190476191
1020,Davn Santiago,0.0,1.0,1.0,0.0,1.0
1021,Davor Stolcer,0.0,1.0,1.0,0.0,1.0
1022,Dawid Olejniczak,0.0,3.0,3.0,0.0,1.0
1023,Dean Botha,2.0,1.0,3.0,0.6666666666666666,0.3333333333333333
1024,Dean Martin,0.0,2.0,2.0,0.0,1.0
1025,Dean Martin Jr,0.0,7.0,7.0,0.0,1.0
1026,Dean Penero,0.0,1.0,1.0,0.0,1.0
1027,Dejan Petrovic,2.0,6.0,8.0,0.25,0.75
1028,Denis Golovanov,0.0,5.0,5.0,0.0,1.0
1029,Denis Gremelmayr,32.0,58.0,90.0,0.35555555555555557,0.6444444444444445
1030,Denis Istomin,195.0,248.0,443.0,0.4401805869074492,0.5598194130925508
1031,Denis Kudla,61.0,108.0,169.0,0.3609467455621302,0.6390532544378699
1032,Denis Matsukevitch,1.0,3.0,4.0,0.25,0.75
1033,Denis Naegelen,18.0,28.0,46.0,0.391304347826087,0.6086956521739131
1034,Denis Shapovalov,126.0,102.0,228.0,0.5526315789473685,0.4473684210526316
1035,Dennis Breetzke,0.0,2.0,2.0,0.0,1.0
1036,Dennis Davis,0.0,1.0,1.0,0.0,1.0
1037,Dennis Foley,2.0,3.0,5.0,0.4,0.6
1038,Dennis Gibson,0.0,1.0,1.0,0.0,1.0
1039,Dennis Hayes,0.0,1.0,1.0,0.0,1.0
1040,Dennis Lajola,0.0,1.0,1.0,0.0,1.0
1041,Dennis Matthews,6.166666666666666,8.125,14.291666666666666,0.43148688046647227,0.5685131195335277
1042,Dennis Novak,16.0,40.0,56.0,0.2857142857142857,0.7142857142857143
1043,Dennis Novikov,5.0,11.0,16.0,0.3125,0.6875
1044,Dennis Peschek,0.0,1.0,1.0,0.0,1.0
1045,Dennis Ralston,103.0,88.0,191.0,0.5392670157068062,0.4607329842931937
1046,Dennis Schmid,0.0,1.0,1.0,0.0,1.0
1047,Dennis Van Scheppingen,42.0,73.0,115.0,0.3652173913043478,0.6347826086956522
1048,Denys Maasdorp,1.0,4.0,5.0,0.2,0.8
1049,Deon Joubert,39.0,75.01333333333334,114.01333333333334,0.3420652555256695,0.6579347444743305
1050,Depeng Li,0.0,1.0,1.0,0.0,1.0
1051,Derek Pollock,0.0,2.0,2.0,0.0,1.0
1052,Derek Schroder,9.0,25.0,34.0,0.2647058823529412,0.7352941176470589
1053,Derek Segal,0.0,5.0,5.0,0.0,1.0
1054,Derek Tarr,18.0,40.0,58.0,0.3103448275862069,0.6896551724137931
1055,Derrick Rostagno,192.0,184.0,376.0,0.5106382978723404,0.48936170212765956
1056,Des Hill,0.0,2.0,2.0,0.0,1.0
1057,Desmond Early,2.0,4.0,6.0,0.3333333333333333,0.6666666666666666
1058,Desmond Mckenzey,0.0,1.0,1.0,0.0,1.0
1059,Desmond Tyson,1.0,6.0,7.0,0.14285714285714285,0.8571428571428571
1060,Desmond Ward,0.0,1.0,1.0,0.0,1.0
1061,Detler Herdy,1.0,4.0,5.0,0.2,0.8
1062,Devin Britton,0.0,3.0,3.0,0.0,1.0
1063,Devin Mullings,0.0,1.0,1.0,0.0,1.0
1064,Dexter Macbride,0.0,1.0,1.0,0.0,1.0
1065,Di Wu,4.0,20.0,24.0,0.16666666666666666,0.8333333333333334
1066,Dick Bosse,0.0,2.0,2.0,0.0,1.0
1067,Dick Crealy,307.00325732899023,300.00333333333333,607.0065906623236,0.5057659373912391,0.4942340626087609
1068,Dick Dell,41.0,106.0,147.0,0.2789115646258503,0.7210884353741497
1069,Dick Horowitz,0.0,1.0,1.0,0.0,1.0
1070,Dick Johnson,0.0,3.0,3.0,0.0,1.0
1071,Dick Klitch,0.0,1.0,1.0,0.0,1.0
1072,Dick Knight,3.0,14.0,17.0,0.17647058823529413,0.8235294117647058
1073,Dick Metz,0.0,1.0,1.0,0.0,1.0
1074,Dick Norman,27.0,66.0,93.0,0.2903225806451613,0.7096774193548387
1075,Dick R Bohrnstedt,35.0,65.0,100.0,0.35,0.65
1076,Dick Stockton,389.0,259.0,648.0,0.6003086419753086,0.39969135802469136
1077,Didac Perez,1.0,6.0,7.0,0.14285714285714285,0.8571428571428571
1078,Didier Frantz,0.0,1.0,1.0,0.0,1.0
1079,Diego Ayala,0.0,1.0,1.0,0.0,1.0
1080,Diego Camacho,0.0,1.0,1.0,0.0,1.0
1081,Diego Del Rio,0.0,1.0,1.0,0.0,1.0
1082,Diego Hartfield,18.0,29.0,47.0,0.3829787234042553,0.6170212765957447
1083,Diego Hipperdinger,0.0,1.0,1.0,0.0,1.0
1084,Diego Junqueira,11.0,33.0,44.0,0.25,0.75
1085,Diego Lozano,0.0,1.0,1.0,0.0,1.0
1086,Diego Moyano,0.0,3.0,3.0,0.0,1.0
1087,Diego Nargiso,95.0,153.00653594771242,248.00653594771242,0.38305442087231517,0.6169455791276848
1088,Diego Perez,195.0051282051282,213.01408450704224,408.01921271217043,0.47793123982789243,0.5220687601721076
1089,Diego Schwartzman,200.0,159.0,359.0,0.5571030640668524,0.4428969359331476
1090,Diego Veronelli,2.0,3.0,5.0,0.4,0.6
1091,Dieter Kindlmann,1.0,11.0,12.0,0.08333333333333333,0.9166666666666666
1092,Dieter Schultheiss,1.0,2.0,3.0,0.3333333333333333,0.6666666666666666
1093,Dieter Stoffer,0.0,1.0,1.0,0.0,1.0
1094,Diko Murdono,1.0,1.0,2.0,0.5,0.5
1095,Dimitar Kutrovsky,2.0,1.0,3.0,0.6666666666666666,0.3333333333333333
1096,Dimitar Kuzmanov,4.0,8.0,12.0,0.3333333333333333,0.6666666666666666
1097,Dimitri Poliakov,29.0,45.0,74.0,0.3918918918918919,0.6081081081081081
1098,Dimitri Sturdza,3.0,21.047619047619047,24.047619047619047,0.12475247524752475,0.8752475247524752
1099,Dimitru Haradau,1.0,3.0,4.0,0.25,0.75
1100,Dino Marcan,0.0,2.0,2.0,0.0,1.0
1101,Dinu Pescariu,23.0,56.0,79.0,0.2911392405063291,0.7088607594936709
1102,Diogo Rocha,1.0,2.0,3.0,0.3333333333333333,0.6666666666666666
1103,Dirk Dier,6.0,18.0,24.0,0.25,0.75
1104,Dirk Leppen,0.0,3.0,3.0,0.0,1.0
1105,Dmitri Tomashevich,0.0,5.0,5.0,0.0,1.0
1106,Dmitry Popko,0.0,2.0,2.0,0.0,1.0
1107,Dmitry Tursunov,224.0,218.0,442.0,0.5067873303167421,0.49321266968325794
1108,Dmitry Vlasov,0.0,1.0,1.0,0.0,1.0
1109,Dominic Durand,1.0,1.0,2.0,0.5,0.5
1110,Dominic Inglot,0.0,2.0,2.0,0.0,1.0
1111,Dominic Stricker,4.0,3.0,7.0,0.5714285714285714,0.42857142857142855
1112,Dominic Thiem,301.0,163.0,464.0,0.6487068965517241,0.35129310344827586
1113,Dominik Guido Utzinger,0.0,1.0,1.0,0.0,1.0
1114,Dominik Hrbaty,333.0,304.0,637.0,0.5227629513343799,0.4772370486656201
1115,Dominik Koepfer,32.0,37.0,69.0,0.463768115942029,0.5362318840579711
1116,Dominik Meffert,5.0,8.0,13.0,0.38461538461538464,0.6153846153846154
1117,Dominique Bedel,58.06896551724138,88.02272727272728,146.09169278996865,0.3974830081593022,0.6025169918406978
1118,Don Bitler,0.0,1.0,1.0,0.0,1.0
1119,Don Brosseau,0.0,1.0,1.0,0.0,1.0
1120,Don Candy,0.0,1.0,1.0,0.0,1.0
1121,Don Ernst,0.0,1.0,1.0,0.0,1.0
1122,Don Fontana,0.0,1.0,1.0,0.0,1.0
1123,Don Kierbow,0.0,3.0,3.0,0.0,1.0
1124,Don Mccormick,2.0,12.0,14.0,0.14285714285714285,0.8571428571428571
1125,Don O'Connell,1.0,2.0,3.0,0.3333333333333333,0.6666666666666666
1126,Don Turner,0.0,2.0,2.0,0.0,1.0
1127,Donald Dell,2.0,16.0,18.0,0.1111111111111111,0.8888888888888888
1128,Donald Johnson,7.0,16.0,23.0,0.30434782608695654,0.6956521739130435
1129,Donald Lutz,0.0,3.0,3.0,0.0,1.0
1130,Donald Watt,2.0,1.0,3.0,0.6666666666666666,0.3333333333333333
1131,Donald Young,125.0,188.0,313.0,0.3993610223642173,0.6006389776357828
1132,Dong Wook Song,2.0,3.0,5.0,0.4,0.6
1133,Donni Leaycraft,0.0,2.0,2.0,0.0,1.0
1134,Donny Susetyo,0.0,1.0,1.0,0.0,1.0
1135,Doug Bohaboy,0.0,1.0,1.0,0.0,1.0
1136,Doug Burke,7.0,6.0,13.0,0.5384615384615384,0.46153846153846156
1137,Doug Crawford,16.0,45.0,61.0,0.26229508196721313,0.7377049180327869
1138,Doug Ditmer,0.0,1.0,1.0,0.0,1.0
1139,Doug Flach,28.0,46.0,74.0,0.3783783783783784,0.6216216216216216
1140,Doug King,0.0,1.0,1.0,0.0,1.0
1141,Doug Smith,1.0,1.0,2.0,0.5,0.5
1142,Doug Stone,0.0,1.0,1.0,0.0,1.0
1143,Doug Tough,0.0,1.0,1.0,0.0,1.0
1144,Doug Verdieck,1.0,4.0,5.0,0.2,0.8
1145,Douglas Palm,17.0,46.0,63.0,0.2698412698412698,0.7301587301587301
1146,Dragan Savic,0.0,5.0,5.0,0.0,1.0
1147,Dragan Stojovic,0.0,3.0,3.0,0.0,1.0
1148,Drew Gitlin,34.0,48.0,82.0,0.4146341463414634,0.5853658536585366
1149,Drew Meyers,0.0,1.0,1.0,0.0,1.0
1150,Duck Hee Lee,1.0,1.0,2.0,0.5,0.5
1151,Dudi Sela,121.0,170.0,291.0,0.41580756013745707,0.584192439862543
1152,Duje Ajdukovic,1.0,1.0,2.0,0.5,0.5
1153,Dusan Kulhaj,0.0,1.0,1.0,0.0,1.0
1154,Dusan Lajovic,141.0,185.0,326.0,0.4325153374233129,0.5674846625766872
1155,Dusan Lojda,0.0,1.0,1.0,0.0,1.0
1156,Dusan Prchlik,0.0,1.0,1.0,0.0,1.0
1157,Dusan Vemic,10.0,15.0,25.0,0.4,0.6
1158,Dustin Brown,62.0,98.0,160.0,0.3875,0.6125
1159,E Chavez,0.0,1.0,1.0,0.0,1.0
1160,E Davies,1.0,1.0,2.0,0.5,0.5
1161,E Neemati,0.0,1.0,1.0,0.0,1.0
1162,E Topham,0.0,1.0,1.0,0.0,1.0
1163,E Torriente,0.0,1.0,1.0,0.0,1.0
1164,E Vasquez,0.0,1.0,1.0,0.0,1.0
1165,E Victor Seixas,5.0,11.0,16.0,0.3125,0.6875
1166,Earl Butch Buchholz,51.0,33.0,84.0,0.6071428571428571,0.39285714285714285
1167,Ed Grubb,0.0,2.0,2.0,0.0,1.0
1168,Edan Leshem,0.0,1.0,1.0,0.0,1.0
1169,Eddie Cruz,1.0,12.0,13.0,0.07692307692307693,0.9230769230769231
1170,Eddie Dibbs,599.0,260.0,859.0,0.6973224679860303,0.30267753201396974
1171,Eddie Edwards,87.0,134.01492537313433,221.01492537313433,0.3936385737439222,0.6063614262560778
1172,Eddie Knol,0.0,3.0,3.0,0.0,1.0
1173,Eddie Myers,1.0,1.0,2.0,0.5,0.5
1174,Eddie Smatt,0.0,1.0,1.0,0.0,1.0
1175,Edgar Schurmann,1.0,2.0,3.0,0.3333333333333333,0.6666666666666666
1176,Edgardo Massa,8.0,16.0,24.0,0.3333333333333333,0.6666666666666666
1177,Edison Mandarino,37.0,26.0,63.0,0.5873015873015873,0.4126984126984127
1178,Edoardo Artaldi,0.0,1.0,1.0,0.0,1.0
1179,Edoardo Mazza,2.0,8.0,10.0,0.2,0.8
1180,Edouard Roger Vasselin,84.0,125.0,209.0,0.4019138755980861,0.5980861244019139
1181,Edouardo Prada,0.0,1.0,1.0,0.0,1.0
1182,Edson Krause,1.0,1.0,2.0,0.5,0.5
1183,Eduardo Bengoechea,103.05825242718447,117.02564102564102,220.0838934528255,0.4682680354765479,0.5317319645234522
1184,Eduardo Furusho,1.0,3.0,4.0,0.25,0.75
1185,Eduardo Gorostagia,0.0,2.0,2.0,0.0,1.0
1186,Eduardo Gorostiaga,0.0,5.4,5.4,0.0,1.0
1187,Eduardo Mandarino,5.0,12.0,17.0,0.29411764705882354,0.7058823529411765
1188,Eduardo Masso,41.09756097560975,69.04347826086956,110.14103923647932,0.3731357653832452,0.6268642346167548
1189,Eduardo Medica,2.0,4.0,6.0,0.3333333333333333,0.6666666666666666
1190,Eduardo Nava,0.0,1.0,1.0,0.0,1.0
1191,Eduardo Nicolas,3.0,4.0,7.0,0.42857142857142855,0.5714285714285714
1192,Eduardo Oncins,0.0,4.0,4.0,0.0,1.0
1193,Eduardo Osta,5.0,18.0,23.0,0.21739130434782608,0.782608695652174
1194,Eduardo Rincon,0.0,1.0,1.0,0.0,1.0
1195,Eduardo Schwank,39.0,61.0,100.0,0.39,0.61
1196,Eduardo Soriano,1.0,2.0,3.0,0.3333333333333333,0.6666666666666666
1197,Eduardo Struvay,0.0,2.0,2.0,0.0,1.0
1198,Eduardo Velez,3.0,5.0,8.0,0.375,0.625
1199,Eduardo Zuleta,4.0,20.0,24.0,0.16666666666666666,0.8333333333333334
1200,Edvaldo Oliveira,0.0,4.0,4.0,0.0,1.0
1201,Edward Beards,0.0,1.0,1.0,0.0,1.0
1202,Edward Corrie,0.0,1.0,1.0,0.0,1.0
1203,Edwin Kempes,10.0,17.0,27.0,0.37037037037037035,0.6296296296296297
1204,Egan Adams,7.0,24.041666666666664,31.041666666666664,0.225503355704698,0.774496644295302
1205,Egor Gerasimov,40.0,43.0,83.0,0.4819277108433735,0.5180722891566265
1206,Eiji Takeuchi,1.0,5.0,6.0,0.16666666666666666,0.8333333333333334
1207,Eleuterio Martins,0.0,3.0,3.0,0.0,1.0
1208,Elia Grossi,0.0,1.0,1.0,0.0,1.0
1209,Elias Ymer,14.0,42.0,56.0,0.25,0.75
1210,Eliot Teltscher,398.00502512562815,213.00469483568077,611.009719961309,0.6513890239762979,0.348610976023702
1211,Elliot Benchetrit,1.0,5.0,6.0,0.16666666666666666,0.8333333333333334
1212,Ellis Ferreira,4.0,8.0,12.0,0.3333333333333333,0.6666666666666666
1213,Elwyn Mccabe,0.0,5.0,5.0,0.0,1.0
1214,Emanuel Couto,4.0,11.0,15.0,0.26666666666666666,0.7333333333333333
1215,Emanuel Rasberger,0.0,6.0,6.0,0.0,1.0
1216,Emery Neale,0.0,1.0,1.0,0.0,1.0
